Channel,Coefficient,Relative_Impact
TV_Spend,1.445100615405623,17.137214184643135
Radio_Spend,3.414540941780842,40.4924880923303
SocialMedia_Spend,0.6962206091311471,8.256367460679687
SearchAds_Spend,2.6743482650198667,31.714663002278233
Influencer_Spend,0.20231891582208017,2.3992672600686524
